Country,Region,Income_Level,Population_Millions,Import_Dependency_Percentage,Export_Revenue_Billion_USD,Year,GDP_Growth_Rate,Inflation_Rate,Food_Inflation_Rate,Fuel_Price_Index,Currency_Exchange_Rate_vs_USD,Forex_Reserves_Billion_USD,External_Debt_to_GDP,Interest_Rate,Government_Spending_Pct_GDP,Money_Supply_Growth,Unemployment_Rate,Poverty_Rate,War_Conflict_Flag,Political_Instability_Score,Supply_Chain_Disruption_Score,Oil_Dependency_Score,Tourism_Revenue_Loss_Pct,Global_Trade_Disruption_Index,Grocery_Price_Index,Transportation_Cost_Index,Travel_Cost_Index,Housing_Cost_Index,Consumer_Purchasing_Power,Currency_Devaluation_Percentage,Sovereign_Default_Risk_Score,Economic_Collapse_Probability,Inflation_Crisis_Level,Recovery_Potential_Score,Is_Future_Prediction,Policy_Intervention_Flag,Composite_Risk_Score,High_Risk_Flag,Debt_to_Forex_Ratio,Economic_Status
Afghanistan,South Asia,Low,40,65,2,2003,-4.94,15.51,25.17,52.4,113.097,0.51,65.4,22.4,31.9,15.8,24.8,54.9,0,5,3,3,0,2.8,132.2,87.3,110.3,140.1,67.8,7.84,39.7,70.15,High,26.2,0,0,48.06,1,125.77,In Crisis
Afghanistan,South Asia,Low,40,65,2,2004,-5.6,6.22,6.67,57,118.535,0.51,67,13.2,35.4,4.1,25.1,54.4,0,5,5,3,1.5,2.8,99.4,76.3,93.9,108.4,74.1,4.81,38.6,62.38,Medium,30.7,0,1,44.53,0,128.85,Contracting
Afghanistan,South Asia,Low,40,65,2,2005,-4.55,12.51,20.01,66.4,127.702,0.46,70.3,12.71,34,13.3,25,57.4,0,1,4,3,1.9,2.5,127.7,93,113.3,132.1,70.7,7.73,28.9,60.66,Medium,31.8,0,0,30.78,0,149.57,Contracting
Afghanistan,South Asia,Low,40,65,2,2006,-3.94,17.94,24.12,73.5,136.858,0.47,72.4,16.73,31.7,24.2,30.3,57.7,0,1,4,3,3.1,3.4,140.6,104.5,113.1,144.6,64.6,7.17,31.1,64.87,High,36.7,0,0,33.3,0,150.83,Contracting
Afghanistan,South Asia,Low,40,65,2,2007,-3.94,15.8,22.46,77.9,140.442,0.47,74.1,11.94,36.8,21,27.6,59.2,0,2,1,3,0,0.6,126.4,98.4,124.3,134.4,67.7,2.62,31.7,66.54,High,35.4,0,0,36.64,0,154.38,Contracting
Afghanistan,South Asia,Low,40,65,2,2008,-7.64,8.69,14.02,118,151.205,0.51,75.8,16.15,32.3,9.8,28.6,54.4,0,5,4,3,7.3,5.5,111.2,129.4,126.1,113,67.3,7.66,39.5,71.73,Medium,18.4,0,0,47.9,1,145.77,In Crisis
Afghanistan,South Asia,Low,40,65,2,2009,-8.08,11.45,12.86,31.8,158.559,0.47,77,21.24,33.3,22.3,24.5,57.4,0,2,4,3,7.1,4,116.8,63.3,93.6,126.6,66.5,4.86,29.4,69.05,Medium,26.8,0,0,36.18,0,160.42,Contracting
Afghanistan,South Asia,Low,40,65,2,2010,-3.9,26.18,29.94,69.9,169.097,0.45,76,23.19,30.1,27.6,29,55.8,0,1,3,3,0,2.5,167.8,99.3,139.5,159.4,58.7,6.65,35.4,70.35,High,38.2,0,0,37.16,1,165.22,In Crisis
Afghanistan,South Asia,Low,40,65,2,2011,-4.07,18.02,18.01,126.4,178.089,0.43,78.4,18.71,40.1,22.6,32.1,59.2,0,4,5,3,0.2,5.7,132.1,134,148.4,147.1,63.4,5.32,41,73.93,High,27.6,0,1,47.36,1,178.18,In Crisis
Afghanistan,South Asia,Low,40,65,2,2012,-4.86,16.77,20.42,87.9,186.579,0.4,81.4,20.03,37.4,21.6,27,50.1,0,3,1,3,0,2.6,131.1,100.4,123,144.1,65.8,4.77,36.2,73.26,High,28.1,0,0,42.95,1,198.54,In Crisis
Afghanistan,South Asia,Low,40,65,2,2013,-6.4,24.13,29.5,83.6,194.631,0.41,82.3,19.65,36.7,31.3,29,54.7,0,2,2,3,0,3.8,153.4,107.3,137.2,151.7,56.6,4.32,35.6,76.42,High,36.1,0,0,41.74,1,195.95,In Crisis
Afghanistan,South Asia,Low,40,65,2,2014,-6.96,15.88,15.67,30.1,211.216,0.42,84.8,16.24,34.9,20.2,30,56.7,0,2,2,3,1.4,3.8,141.5,63.4,99,124.9,61.9,8.52,38,74.17,High,38.8,0,0,40.66,1,197.21,In Crisis
Afghanistan,South Asia,Low,40,65,2,2015,-4.46,17.54,23.77,15.8,223.895,0.42,86.7,16.31,36.2,27.5,26.9,57.3,0,1,4,3,2.9,4.3,131.9,60.7,95.7,149,65.8,6,33.1,71.4,High,35.5,0,1,36.09,1,201.63,In Crisis
Afghanistan,South Asia,Low,40,65,2,2016,-7.36,15.21,24.32,39.8,237.691,0.41,87.8,17.39,39.2,20.6,29.3,58.6,0,1,3,3,3.5,3.2,141.3,74,97,135.9,62.1,6.16,38.3,73.4,High,34.5,0,0,37.6,1,209.05,In Crisis
Afghanistan,South Asia,Low,40,65,2,2017,-5.04,14.71,16.91,47.9,247.331,0.47,88.4,15.32,28.1,18.1,27,57.7,0,1,2,3,0,2.7,122,84.3,100.8,141.2,67.2,4.06,33,70.99,Medium,37,0,0,35.62,1,184.17,In Crisis
Afghanistan,South Asia,Low,40,65,2,2018,-5.6,14.02,16.9,57.9,263.085,0.47,90.4,15.99,33.1,17.1,26.7,54.9,0,5,4,3,0.4,3.9,133.1,93.2,106.9,129.9,67,6.37,21.4,99,Medium,95,0,0,51.72,1,188.33,In Crisis
Afghanistan,South Asia,Low,40,65,2,2019,-4.86,15.56,19.37,55.6,272.043,0.47,92.6,20.83,39.2,22.7,28,57.5,0,3,2,3,5,2.5,134.8,85.5,109.1,136.9,66.3,3.4,19.5,99,High,95,0,0,45.59,1,192.92,In Crisis
Afghanistan,South Asia,Low,40,65,2,2020,-9.6727,20.87,23.99,21.3,284.342,0.47,92.6,17.6,28.6,17.9,29.9,57,0,1,1,3,7.8,7.8,143.9,67.5,109.7,144.5,53.1,4.52,11.7,99,High,95,0,0,38.44,1,192.92,In Crisis
Afghanistan,South Asia,Low,40,65,2,2021,-9.6727,24.93,27.18,84.2,470.932,0.47,101.9,18.08,32.6,25.3,40.8,59.8,1,10,10,3,14.5,8.5,159.4,108.8,130.6,152.2,26.3,65.62,32.8,99,High,95,0,0,71.78,1,212.29,In Crisis
Afghanistan,South Asia,Low,40,65,2,2022,-5.04,30,30.72,201.4,734.419,0.47,109.7,19.23,30.7,35.8,32.3,63.4,1,10,10,3,15.7,9.3,169.6,163.6,202.2,172.7,42,55.95,36.2,99,High,95,0,0,73.78,1,228.54,In Crisis
Afghanistan,South Asia,Low,40,65,2,2023,-5.04,20.05,30.05,93.7,782.871,0.47,110.6,17.64,35.5,21.4,24.5,57.1,0,1,3,3,7.8,4.1,145.5,105,143.6,148.5,59.7,6.6,18.8,99,High,95,0,0,40.99,1,230.42,In Crisis
Afghanistan,South Asia,Low,40,65,2,2024,-5.03,13.69,22.79,71,848.394,0.47,112.1,15.41,38,21.5,26.6,53.5,0,3,2,3,0,4,127.9,84.4,116,135.5,68.2,8.37,13.9,99,Medium,95,0,0,44.88,1,233.54,In Crisis
Afghanistan,South Asia,Low,40,65,2,2025,-4.4,20.78,24.79,72.5,891.387,0.47,114,21.66,33.3,24.8,25.8,56.6,0,6,1,3,0,2.2,157.2,94.2,133.4,153.7,63.9,5.07,31.2,99,High,95,0,0,59.37,1,237.5,In Crisis
Afghanistan,South Asia,Low,40,65,2,2026,-5.04,7.9,9.12,94.9,936.119,0.47,115.2,20.53,33.7,8,29.1,58,0,6,3,3,13,4.9,112.4,101,109.9,110.1,67.5,5.02,21.7,99,Medium,95,1,0,55.12,1,240,In Crisis
Afghanistan,South Asia,Low,40,65,2,2027,-4.56,16.67,18.55,92.8,978.575,0.47,117.1,18.46,35.4,22.8,27.9,57.5,0,4,3,3,0,4.7,142,98.4,131.7,138.1,65.9,4.54,20.2,99,High,95,1,0,50.16,1,243.96,In Crisis
Afghanistan,South Asia,Low,40,65,2,2028,-4.2,26,26.59,102.2,1036.274,0.47,118.9,21.99,35.3,34,29.2,53.9,0,2,3,3,7,0.6,163.1,110.5,145.3,162.9,58.3,5.9,21.8,99,High,95,1,1,46.04,1,247.71,In Crisis
Afghanistan,South Asia,Low,40,65,2,2029,-3.05,10.11,11.55,89.2,1092.519,0.47,120.2,16.67,32.3,16.5,27.1,56.3,0,3,4,3,0,3,123.3,104.4,123,124.8,73.8,5.43,15.8,99,Medium,95,1,0,45.23,1,250.42,In Crisis
Afghanistan,South Asia,Low,40,65,2,2030,-9.45,14.36,17.66,104.1,1169.445,0.47,121.3,17.52,32.4,20.2,29.9,56.5,0,1,1,3,6.7,3.4,126.1,99,131.6,117.4,59.4,7.04,18.3,99,Medium,95,1,0,40.54,1,252.71,In Crisis
Afghanistan,South Asia,Low,40,65,2,2031,-3.18,19.7,14.23,101.3,1211.941,0.47,123.5,17.18,33.8,21.1,30.1,55.1,0,2,1,3,0.5,1.1,149,112.4,138.5,146.7,64.4,3.63,19.1,99,High,95,1,1,44.66,1,257.29,In Crisis
Afghanistan,South Asia,Low,40,65,2,2032,-7.2,11.54,13.92,104.2,1245.687,0.47,123.8,16.28,34.5,20.7,28.6,55.7,0,5,3,3,4.8,2.7,124.1,115.3,125.9,124.7,65.7,2.78,24.9,99,Medium,95,1,1,53.9,1,257.92,In Crisis
Afghanistan,South Asia,Low,40,65,2,2033,-5.1,19.59,26.63,97.3,1344.366,0.47,124.7,18.05,37.8,26.6,26.4,58.6,0,2,2,3,0,3.8,134.8,106.2,129.9,139.3,63.5,7.92,21.4,99,High,95,1,0,45.27,1,259.79,In Crisis
Afghanistan,South Asia,Low,40,65,2,2034,-8.75,14.25,16.61,108.9,1434.378,0.47,126.7,22.05,35.2,17.7,29.7,58.2,0,2,4,3,0,3.1,123.3,112.6,132.2,125.2,60.6,6.7,19.6,99,Medium,95,1,0,44.12,1,263.96,In Crisis
Afghanistan,South Asia,Low,40,65,2,2035,-3.46,16.81,24.97,115.6,1529.667,0.47,126.7,15.78,36.7,21.7,25.5,56.4,0,3,5,3,0,2.4,143,122.6,141.8,128.7,68.6,6.64,25.6,99,High,95,1,0,49.01,1,263.96,In Crisis
Greece,Europe,High,11,30,40,2000,-1.14,1.31,1.77,60.9,0.9,5.49,189.2,1.19,54.7,2.6,17.5,23.6,0,4,3,4,5.3,1.2,94.6,94.6,91.7,90.6,88.5,0,26.5,84.32,Low,36.2,0,1,49.36,1,34.4,In Crisis
Greece,Europe,High,11,30,40,2001,2.03,4.01,4.52,48.8,0.909,5.68,189.1,1.96,55.1,7.2,17.1,20.1,0,7,2,4,13,4.2,95.8,77.9,82.7,109.1,91.3,1,35.7,90.09,Low,35.9,0,0,62.5,1,33.23,In Crisis
Greece,Europe,High,11,30,40,2002,0.75,2.52,2.79,51,0.919,5.62,189.4,1.83,48.9,2,19.1,22.2,0,1,2,4,0.4,3.3,91.4,79.5,87.2,104.5,89.6,1.1,22.6,81.78,Low,56.9,0,0,38.94,1,33.64,In Crisis
Greece,Europe,High,11,30,40,2003,-0.28,3.47,3.52,61.7,0.933,5.59,192,1.79,51,7.3,16.3,25,0,1,1,4,0,1.9,94.1,90.4,96.3,101.5,88.7,1.52,24.7,84.87,Low,47.1,0,0,40.51,1,34.29,In Crisis
Greece,Europe,High,11,30,40,2004,2.54,2.1,2.74,64.3,0.939,5.58,191.6,1.4,52,3,18.4,20.5,0,4,2,4,0,2.8,83.2,82.9,90.1,87.5,92.9,0.64,33.1,84.46,Low,41.8,0,0,51.28,1,34.28,In Crisis
Greece,Europe,High,11,30,40,2005,-0.63,2.59,3.04,74.8,0.952,5.42,192.6,1.88,50,3.6,14,22.6,0,2,3,4,0,3.7,91.9,90.4,94.7,97.3,90,1.38,24,85.14,Low,43,0,0,43.3,1,35.47,In Crisis
Greece,Europe,High,11,30,40,2006,1.32,2.37,1.88,74.8,0.96,5.36,194.1,2.08,52,9.3,18.3,21.5,0,2,3,4,0,3.3,93.8,98.1,99.1,104.9,90.9,0.84,19.8,83.84,Low,49.2,0,0,41.97,1,36.15,In Crisis
Greece,Europe,High,11,30,40,2007,1.25,2.44,2.82,85.9,0.968,5.28,195.1,1.42,50.7,2.2,19.2,21.6,0,1,5,4,3.6,3.1,97.7,107.7,97.3,110.7,90.3,0.83,18.6,82.93,Low,56.3,0,0,38.5,1,36.88,In Crisis
Greece,Europe,High,11,30,40,2008,-2.24,2.51,3.4,121.5,0.982,5.18,197.9,2.05,59.8,3.3,14.5,24.5,0,4,1,4,6.8,5.8,89,127.8,112.4,101.1,87.4,1.45,27.1,89.3,Low,44.2,0,1,51.37,1,38.13,In Crisis
Greece,Europe,High,11,30,40,2009,-0.76,2.2,2.37,35.4,0.998,5.34,198.8,1.99,53.7,5,16,24.6,0,4,3,4,13.5,6.5,93.1,73.8,71.9,90.6,89.1,1.63,29.4,88.28,Low,40.6,0,0,51.69,1,37.16,In Crisis
Greece,Europe,High,11,30,40,2010,-3.88,4.5,5.51,72.7,1.213,4.53,208.8,1.56,51.3,2,21.4,27,0,8,7,4,22.3,5.2,104,99.5,94.6,96.5,79.9,21.54,58.1,95.48,Low,17.6,0,1,73.51,1,45.99,In Crisis
Greece,Europe,High,11,30,40,2011,-9.13,3.45,3.07,139.3,1.592,3.79,217,2.13,54.3,7.4,22.1,26.9,0,9,8,4,26.7,5,96.8,128.1,122.6,94.4,72.5,31.24,58.7,96.99,Low,11.3,0,0,77.29,1,57.11,In Crisis
Greece,Europe,High,11,30,40,2012,-7.19,2.26,2.72,88.2,2.085,3.41,225.4,2.52,51.5,2,20.9,25.5,0,9,9,4,19.8,3.7,94.1,103.6,98.1,100,77,30.97,59,96.74,Low,7.8,0,0,77.54,1,65.91,In Crisis
Greece,Europe,High,11,30,40,2013,4.41,3.06,2.89,79,2.102,3.56,226.4,1.69,55.2,2,15.8,19.2,0,1,2,4,0,3.6,100.8,95.5,98.8,106.3,96.3,0.82,41.9,89.48,Low,53.2,0,0,47.62,1,63.42,In Crisis
Greece,Europe,High,11,30,40,2014,0.43,3.63,4.32,34.5,2.112,3.54,225.8,2.27,50.7,3.4,17.3,20.5,0,4,2,4,16.7,4.2,93.9,74.6,76.2,101.3,89.1,0.48,55.1,93.66,Low,36.2,0,0,61.02,1,63.61,In Crisis
Greece,Europe,High,11,30,40,2015,1.55,3.43,4.44,18.4,2.125,3.61,227.2,2.07,50.5,6.9,18.1,20.9,0,4,1,4,0,3.1,93.1,53.8,73.4,98.7,90.5,0.62,55.3,93.36,Low,43.7,0,0,61.04,1,62.76,In Crisis
Greece,Europe,High,11,30,40,2016,2.92,3.14,4.12,46.6,2.142,3.49,227.1,1.38,51.7,4.1,15.1,24.5,0,2,3,4,0,4.4,90,76.9,86.9,111.9,94.3,0.8,40.8,91.2,Low,52.3,0,0,50.83,1,64.89,In Crisis
Greece,Europe,High,11,30,40,2017,2.24,2.42,2.67,47.7,2.15,3.57,228.3,1.49,49.1,5.6,16.8,21.3,0,2,2,4,6.7,1.9,95.7,87.5,80.8,90.2,93,0.37,47.3,90.9,Low,60.4,0,0,52.33,1,63.77,In Crisis
Greece,Europe,High,11,30,40,2018,1.36,2.76,3.7,67.9,2.172,3.37,229.9,1.72,53.3,3.4,17.5,23.5,0,2,1,4,0,2.7,96,109.5,89.6,103,91.1,1.02,45.8,91.87,Low,41.9,0,0,52.33,1,68.02,In Crisis
Greece,Europe,High,11,30,40,2019,0.61,2.18,2.79,54.5,2.196,3.55,232.7,1.55,52.7,2.7,21,19.3,0,3,1,4,0,3,88.4,87.1,88.7,108.2,88.7,1.1,49,92.65,Low,46.4,0,0,56.37,1,65.37,In Crisis
Greece,Europe,High,11,30,40,2020,-5.25,3.17,3.78,23.8,2.203,3.46,234.9,1.48,54.4,2,16,22.6,0,1,3,4,0,8.2,88.9,60.2,73.6,118.2,81.6,0.32,48.2,94.31,Low,43.1,0,0,50.85,1,67.69,In Crisis
Greece,Europe,High,11,30,40,2021,3.29,5.39,9.12,88.9,2.223,3.47,233.2,2.69,57.1,10.7,20.2,21.2,0,3,3,4,18.6,7.2,105.7,107.3,108.5,95,90.5,0.91,47.7,94.04,Medium,55.9,0,0,56.9,1,67.01,In Crisis
Greece,Europe,High,11,30,40,2022,-1.37,5.56,4.46,188.8,2.234,3.65,235.1,2.65,51.6,3,13.6,22.6,0,2,2,4,7.6,4.8,92.8,156.5,147.3,102.9,86.7,0.49,47.3,94.99,Medium,40.1,0,0,54.16,1,64.23,In Crisis
Greece,Europe,High,11,30,40,2023,1.82,4.78,6.39,103.5,2.256,3.67,236.3,2,56.4,3.6,16.1,19,0,3,4,4,0,5.2,99.7,118.7,109.1,101.2,90.9,0.98,47.6,94.5,Low,38.1,0,0,57.06,1,64.21,In Crisis
Greece,Europe,High,11,30,40,2024,2.96,2.25,3.89,72.4,2.29,3.86,236.4,2.42,49,2,19.2,22.3,0,2,1,4,0,4.2,88.4,104.2,98.7,93.9,93,1.51,40.9,91.68,Low,51,0,0,51.3,1,61.09,In Crisis
Greece,Europe,High,11,30,40,2025,-0.53,3.56,4.11,69.6,2.316,3.78,237.7,1.37,50,2,17.6,21.4,0,2,4,4,0,4,91.2,94.5,100.5,100.7,87.6,1.14,48.6,94.1,Low,44.8,0,0,54.09,1,62.72,In Crisis
Greece,Europe,High,11,30,40,2026,1.49,3.32,4.19,92.1,2.436,3.34,239.8,1.4,51.8,3.4,17.7,21.6,0,1,1,4,2.2,1.4,97.7,114.3,98.5,111.4,90.7,5.18,46.6,93,Low,52.6,1,0,50.39,1,71.58,In Crisis
Greece,Europe,High,11,30,40,2027,-0.51,4.13,5.19,99.1,2.579,3.22,242.5,1.88,50.6,2,13.2,21,0,1,4,4,9.3,3.9,98.3,115.9,110.7,108.3,89.3,5.87,45.9,94.41,Low,47.6,1,0,50.82,1,75.08,In Crisis
Greece,Europe,High,11,30,40,2028,1.1,0.96,0.89,92.1,2.735,3.24,244.6,1.66,55,2.2,18.8,22.4,0,3,2,4,0,1.5,87.6,96.9,94.8,109,91.5,6.05,51,92.47,Low,45.8,1,0,57.24,1,75.26,In Crisis
Greece,Europe,High,11,30,40,2029,0.24,3.2,3.51,93.2,2.898,3.06,245.6,2,52.6,3.3,18.9,15.9,0,2,2,4,5.9,1.4,91.2,106.1,104.8,96.2,88.3,5.96,54,94.54,Low,48.8,1,0,55.9,1,80,In Crisis
Greece,Europe,High,11,30,40,2030,-1.39,5.2,5.93,95.3,3.072,3.12,245.8,2.4,53.4,2.9,19.3,22.8,0,4,3,4,0,3.8,100.8,100,112.6,102.9,84.1,6,52.2,96.55,Medium,33.1,1,1,62.26,1,78.53,In Crisis
Greece,Europe,High,11,30,40,2031,0.53,3.7,4.95,104.2,3.252,3.29,246.6,2.53,50.8,4.6,19.5,19.4,0,4,3,4,0,1.3,108.1,118.6,107,120,88.1,5.86,55.2,95.74,Low,43.4,1,0,62.62,1,74.73,In Crisis
Greece,Europe,High,11,30,40,2032,1.9,2.46,2.81,99.9,3.453,3.09,248.3,1.61,55.4,4.1,16.3,18,0,3,3,4,0,3.3,101.5,125,100.6,92,92.7,6.18,54.6,94.41,Low,47.9,1,0,59.04,1,80.1,In Crisis
Greece,Europe,High,11,30,40,2033,-0.25,3.02,4.36,94.6,3.661,2.79,247.7,1.49,52.9,2,16,21.8,0,5,1,4,0,5.7,97.5,104.3,96.3,95.2,89.2,6.02,57.1,96.08,Low,28.7,1,0,66.13,1,88.46,In Crisis
Greece,Europe,High,11,30,40,2034,-0.78,2.27,2.51,111.9,3.873,2.52,250.8,2.02,60.5,7,19.2,21.8,0,5,3,4,0,3.4,88.9,127.4,106.9,93.3,87.4,5.79,53.1,96.03,Low,28.6,1,0,65.16,1,99.13,In Crisis
Greece,Europe,High,11,30,40,2035,0.55,2.11,2.51,97.4,4.101,2.46,251.7,1.44,51.7,2,18.6,23.3,0,3,3,4,4.3,3.8,92.4,109.9,95,90.7,89.8,5.89,54.5,94.84,Low,40.2,1,0,59.24,1,101.9,In Crisis
Spain,Europe,High,47,28,400,2000,0.41,2.61,3.14,55.8,0.9,75.4,99.7,1.32,36.8,2,13.3,21.8,0,1,4,4,0,2.3,88.6,89.8,85.8,89.7,91.9,0,14.2,34.71,Low,50.8,0,0,20.6,0,1.32,Moderate
Spain,Europe,High,47,28,400,2001,1.45,2.69,2.72,44.3,0.912,75.44,103,1.82,44,2,16.3,19.4,0,3,6,4,0,4.2,97.2,74.5,82.9,105.7,91.9,1.33,13.2,39.97,Low,51.4,0,0,27.85,0,1.37,Moderate
Spain,Europe,High,47,28,400,2002,0.53,2.53,3.33,49.4,0.921,80.03,104.4,1.16,40.4,2.8,17.9,23.2,0,1,1,4,0.7,1.5,91,75.6,78.7,107.5,89.8,0.99,7.6,35.94,Low,54.1,0,0,19.48,0,1.3,Moderate
Spain,Europe,High,47,28,400,2003,4.31,1.28,1.96,51.8,0.926,76.91,106.3,1.61,42.7,3.6,14.7,20.1,0,4,4,4,0,4.8,83.1,81.7,90,98.3,98.1,0.54,14.3,34.71,Low,45,0,0,29.76,0,1.38,Moderate
Spain,Europe,High,47,28,400,2004,4.19,2.96,3.88,61,0.933,77.49,106.1,1.33,40,2.9,16.6,16.8,0,4,2,4,0.2,2.1,84.3,88.3,87.3,96.5,95.6,0.76,21.1,41.17,Low,44.8,0,0,33.32,0,1.37,Moderate
Spain,Europe,High,47,28,400,2005,2.03,2.32,3.64,76.8,0.941,82.73,105.5,2.31,39.9,2,16.2,19.1,0,3,6,4,1.1,3.3,93.5,95.3,89.5,95.5,93.1,0.86,15.2,38.34,Low,57.1,0,0,28.01,0,1.28,Moderate
Spain,Europe,High,47,28,400,2006,2.4,1.97,2.61,80.1,0.949,77.75,108.9,1.82,39.6,2,13.7,17.8,0,3,2,4,1.6,1.8,98.5,105.6,92.3,103.9,95.2,0.85,21.9,38.78,Low,56.7,0,0,29.91,0,1.4,Moderate
Spain,Europe,High,47,28,400,2007,2.03,1.95,2.88,89.6,0.959,77.73,110.2,1.47,42.4,2,13.9,24.2,0,3,4,4,0,4.4,89.4,108.6,102.5,99.3,94.5,1.05,18.7,39.77,Low,51,0,0,29.42,0,1.42,Moderate
Spain,Europe,High,47,28,400,2008,-2.62,2.95,4.88,129.7,0.966,80.41,110.9,1.58,36.8,5.8,11.1,22.7,0,3,4,4,0,5.8,94.6,121.3,115.9,103.4,88.2,0.73,13.3,49.1,Low,33.5,0,0,30.59,0,1.38,Contracting
Spain,Europe,High,47,28,400,2009,-0.89,1.61,1.68,38.8,0.976,76.12,113.5,1.44,38.1,4.7,15.8,22,0,2,6,4,7,5.3,90.7,81.9,77.9,92.9,89.5,1.04,17.3,41.18,Low,58.4,0,1,26.54,0,1.49,Contracting
Spain,Europe,High,47,28,400,2010,1.32,2.21,3.04,68,0.985,75.87,115,1.81,36.4,4.7,15.2,23.5,0,1,2,4,3.5,2.5,95.9,97.2,92.9,93.9,92.6,0.92,9.7,39.36,Low,57.8,0,0,21.35,0,1.52,Moderate
Spain,Europe,High,47,28,400,2011,2,2.83,2.61,131.8,0.993,81.34,115.7,1.38,43.9,2,16.1,17.7,0,2,1,4,3.1,3.5,86.7,140.8,114.1,118.1,92.7,0.81,13,42.77,Low,44.9,0,1,26.15,0,1.42,Moderate
Spain,Europe,High,47,28,400,2012,-0.06,1.96,2.17,95.4,1.002,82.31,117.7,1.84,42,3.4,13.8,21.1,0,2,2,4,0,0,92.9,104.1,107.2,95.4,91.4,0.91,16.4,43,Low,49.4,0,0,27.03,0,1.43,Contracting
Spain,Europe,High,47,28,400,2013,3.86,2.55,2.12,94.4,1.012,85.26,116.3,1.89,42.6,3.8,16,18.9,0,2,4,4,0,4.6,91.1,105.7,100.7,88.1,95.8,1,15.6,39.42,Low,59.3,0,0,25.95,0,1.36,Moderate
Spain,Europe,High,47,28,400,2014,1.97,2.05,2.24,32.5,1.021,84.3,116.9,1.39,39.8,2.2,16,20.5,0,3,3,4,6.2,2.1,87.6,77.5,75.8,95.9,93.3,0.89,17.7,42.69,Low,53,0,0,30.25,0,1.39,Moderate
Spain,Europe,High,47,28,400,2015,3.07,3.75,5.16,19.7,1.028,82.13,117.4,1.87,37.1,3.6,11.4,19.6,0,1,2,4,0,3.1,100.5,66.2,77.4,104.6,95.9,0.69,11.7,42.38,Low,60.4,0,0,22.95,0,1.43,Moderate
Spain,Europe,High,47,28,400,2016,1.31,1.47,2.1,40.8,1.035,77.9,117,1.86,45,3.6,13.6,17.2,0,3,5,4,1.9,4.4,90.5,72.8,67.9,102.6,94,0.68,14,41.75,Low,47.1,0,0,29.01,0,1.5,Moderate
Spain,Europe,High,47,28,400,2017,4.37,1.64,1.84,46.9,1.043,78.07,116.1,1.88,41.6,2,16.9,20.5,0,2,1,4,12.4,1.7,89.3,85.3,74.1,102.6,96.8,0.77,10.8,36.09,Low,58.4,0,0,23.77,0,1.49,Moderate
Spain,Europe,High,47,28,400,2018,2.31,1.55,1.41,58.1,1.053,77.24,118.5,1.52,39,5.8,15.4,21,0,1,1,4,0,1.8,92.4,92.9,76.4,93.4,94.5,0.96,12.1,36.97,Low,59.9,0,0,21.42,0,1.53,Moderate
Spain,Europe,High,47,28,400,2019,1.46,2.32,2.61,54.5,1.06,76.33,119.2,1.52,39.5,3,12.3,22.5,0,2,4,4,0.9,1.8,95.7,92.9,86.9,93.5,94.2,0.66,22.4,44.01,Low,55,0,0,28.91,0,1.56,Moderate
Spain,Europe,High,47,28,400,2020,-0.06,3.99,4.93,24.4,1.067,78.82,119.9,2.14,36.4,7.1,14.7,22.4,0,4,3,4,0,7.4,104.1,74.1,74.5,102.4,89.4,0.66,19.1,55.99,Low,41.2,0,0,37.37,0,1.52,Contracting
Spain,Europe,High,47,28,400,2021,6.45,4.17,5.36,84.9,1.078,81.32,121.5,1.77,38.6,6.9,12,20.7,0,3,4,4,15.7,7,103.7,106.9,96.9,93.8,100.3,1.03,23.9,46.32,Low,51,0,1,33.26,0,1.49,Moderate
Spain,Europe,High,47,28,400,2022,0.19,5.58,5.41,184.7,1.088,79.59,123.9,2.41,38.6,7.3,13.7,17.3,0,1,3,4,0,8,100.7,167.8,140.4,99,89,0.93,15.7,53.56,Medium,50.8,0,0,27.35,0,1.56,Moderate
Spain,Europe,High,47,28,400,2023,1.96,4.1,4.28,97.7,1.096,68.81,124.8,1.85,39.2,2,13.4,19.7,0,2,2,4,0,5.3,95.8,102.4,95.5,103.5,93,0.74,17.4,52.46,Low,56.4,0,0,30.32,0,1.81,Moderate
Spain,Europe,High,47,28,400,2024,4.16,2.03,1.94,69,1.103,67.99,125.8,1.46,42.3,2,13.7,20.4,0,1,5,4,0,2.7,79.5,84.2,98.6,97.7,97.8,0.64,11.5,41.39,Low,63.4,0,0,22.82,0,1.85,Moderate
Spain,Europe,High,47,28,400,2025,2.42,2.85,2.06,72.5,1.112,62.23,125.2,2.12,41.9,6.7,12.6,17,0,3,2,4,0,2.3,93.1,100.6,94.2,104.8,95,0.82,16.9,51.9,Low,40.2,0,0,32.89,0,2.01,Moderate
Spain,Europe,High,47,28,400,2026,2.71,1.83,2.07,83.2,1.178,57.52,125.6,2.04,37.5,2,13.8,19.9,0,5,3,4,3.4,3.4,96.8,106.2,97.4,108.7,95.7,5.94,18.9,53.47,Low,40.9,1,0,39.65,0,2.18,Moderate
Spain,Europe,High,47,28,400,2027,-0.61,3.62,5.56,90.3,1.246,50.85,126,2.07,41.2,6.4,14.8,22.9,0,1,4,4,0,6,96.4,105.9,95.2,102.8,88.8,5.77,15.7,54.77,Low,49.1,1,0,27.46,0,2.48,Contracting
